query,ProductId,text_similarity,query_length,query_word_count,exact_match,partial_match_ratio,avg_rating,rating_std,review_count,median_rating,total_helpful_votes,total_votes,avg_helpfulness_ratio,avg_review_length,review_length_std,avg_summary_length,first_review_time,last_review_time,unique_reviewers,review_span_days,review_velocity,helpfulness_rate,reviewer_diversity,is_controversial,is_high_quality,popularity_score,relevance_label
source of,B002VLSOGI,0.0,2,2,0,0.5,5.0,0.0,5,5.0,21,21,1.0,458.4,526.832,33.8,1295654400,1350950400,5,640.0,0.0078125,1.0,1.0,0,0,2.5167037876912217,2
source of,B001F2GDOE,0.020226040532308334,2,2,1,1.0,1.833,1.602,6,1.0,45,56,0.619,1204.167,1050.899,24.0,1234051200,1320278400,6,998.0,0.006012024048096192,0.8035714285714286,1.0,1,0,1.569335488193554,1
source of,B0002DJRM2,0.0,2,2,0,0.5,5.0,,1,5.0,0,0,,377.0,,26.0,1297036800,1297036800,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
source of,B00488T99I,0.0,2,2,0,0.5,5.0,0.0,2,5.0,0,0,,289.0,111.723,8.0,1296259200,1304294400,2,93.0,0.021505376344086023,0.0,1.0,0,0,1.939444915467244,1
source of,B000M2WE7I,0.07453226298573973,2,2,0,1.0,4.667,0.816,6,5.0,3,5,0.778,349.833,362.218,23.5,1224115200,1329523200,6,1220.0,0.004918032786885246,0.6,1.0,0,0,2.358464059622125,2
source of,B000ZQAGXK,0.0,2,2,0,0.5,4.143,1.215,7,5.0,5,20,0.278,450.143,380.012,34.857,1200441600,1348617600,7,1715.0,0.004081632653061225,0.25,1.0,0,0,2.1496766166719343,1
source of,B001F978DW,0.0,2,2,0,0.5,5.0,0.0,2,5.0,4,4,1.0,287.0,178.191,13.5,1249516800,1251504000,2,23.0,0.08695652173913043,1.0,1.0,0,0,2.239444915467244,2
source of,B000F4C626,0.0,2,2,0,0.0,4.333,1.155,3,5.0,1,2,0.5,158.667,45.72,25.0,1166745600,1324598400,3,1827.0,0.0016420361247947454,0.5,1.0,0,0,2.0044177444479563,1
source of,B006H33NLM,0.0,2,2,0,0.0,2.0,,1,2.0,0,0,,159.0,,27.0,1346284800,1346284800,1,0.0,1.0,0.0,1.0,0,0,0.877258872223978,0
source of,B0000YPKY2,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,248.0,,6.0,1345852800,1345852800,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
source of,B003C6GFVW,0.0,2,2,0,0.5,3.667,1.751,6,4.5,2,2,1.0,248.833,119.749,19.5,1303084800,1351036800,6,555.0,0.010810810810810811,1.0,1.0,1,0,2.178464059622125,2
source of,B000YHXEPC,0.0,2,2,0,0.5,3.0,1.69,8,3.0,25,28,0.717,262.125,138.328,21.0,1273708800,1324944000,8,593.0,0.013490725126475547,0.8928571428571429,1.0,1,0,2.0467469737916306,1
source of,B003D1484W,0.0,2,2,0,0.5,5.0,,1,5.0,1,1,1.0,129.0,,26.0,1295481600,1295481600,1,0.0,1.0,1.0,1.0,0,0,2.077258872223978,2
source of,B001HTISOS,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,190.0,,37.0,1288224000,1288224000,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
source of,B0057P1MPU,0.0,2,2,0,0.5,5.0,,1,5.0,0,0,,389.0,,23.0,1348963200,1348963200,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
source of,B008CQGXJG,0.0,2,2,0,0.5,5.0,,1,5.0,0,0,,313.0,,26.0,1343606400,1343606400,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
source of,B000BVQ40S,0.0,2,2,0,0.5,4.667,0.577,3,5.0,6,6,1.0,274.0,39.737,13.0,1284940800,1335657600,3,587.0,0.005110732538330494,1.0,1.0,0,0,2.254617744447956,2
robust flavor,B004QVVE72,0.0,2,2,0,0.0,5.0,,1,5.0,3,3,1.0,192.0,,40.0,1312588800,1312588800,1,0.0,1.0,1.0,1.0,0,0,2.077258872223978,2
robust flavor,B001TZO7PE,0.0,2,2,0,0.0,4.5,0.707,2,4.5,0,2,0.0,125.0,57.983,12.5,1274832000,1325980800,2,592.0,0.0033783783783783786,0.0,1.0,0,0,1.7894449154672438,1
robust flavor,B003V33YV0,0.018946157983755863,2,2,0,0.5,4.5,1.269,10,5.0,8,8,1.0,361.7,432.404,19.8,1302134400,1337990400,10,415.0,0.024096385542168676,1.0,1.0,0,0,2.609158109119348,2
robust flavor,B0083F5GWQ,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,180.0,,9.0,1350950400,1350950400,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
robust flavor,B000I6PZIS,0.012193395763111924,2,2,0,0.5,3.0,2.828,2,3.0,5,6,0.75,628.0,272.943,22.5,1193961600,1252454400,2,677.0,0.0029542097488921715,0.8333333333333334,1.0,1,0,1.5894449154672439,1
robust flavor,B0012LORF0,0.0,2,2,0,0.0,5.0,,1,5.0,1,4,0.25,90.0,,26.0,1245542400,1245542400,1,0.0,1.0,0.25,1.0,0,0,1.8522588722239781,1
robust flavor,B00375LB5I,0.0,2,2,0,0.0,4.467,0.99,15,5.0,3,6,0.375,290.933,175.535,20.8,1290384000,1344816000,15,630.0,0.023809523809523808,0.5,1.0,0,0,2.599135488895912,1
robust flavor,B003YZ3LHC,0.0,2,2,0,0.0,4.5,0.707,2,4.5,3,6,0.375,365.0,43.841,9.5,1296864000,1325548800,2,332.0,0.006024096385542169,0.5,1.0,0,0,1.9394449154672437,1
robust flavor,B004VLVIL4,0.0,2,2,0,0.0,5.0,0.0,6,5.0,2,2,1.0,380.333,419.361,16.333,1330560000,1347926400,6,201.0,0.029850746268656716,1.0,1.0,0,0,2.578364059622125,2
robust flavor,B002GWMEFO,0.03791833289378141,2,2,0,0.5,5.0,0.0,2,5.0,0,0,,405.0,120.208,24.5,1296777600,1343433600,2,540.0,0.003703703703703704,0.0,1.0,0,0,1.939444915467244,1
robust flavor,B004M8JA02,0.010848420354368234,2,2,0,0.5,4.455,1.214,11,5.0,3,4,0.833,306.727,137.838,22.364,1315526400,1337817600,11,258.0,0.04263565891472868,0.75,1.0,0,0,2.5554626599152,2
robust flavor,B004OHGOY6,0.0,2,2,0,0.0,4.333,0.816,6,4.5,44,48,0.911,327.833,223.74,36.0,1146096000,1287187200,6,1633.0,0.003674219228413962,0.9166666666666666,1.0,0,0,2.3532640596221253,2
robust flavor,B004286T4M,0.0,2,2,0,0.0,5.0,0.0,2,5.0,4,4,1.0,527.0,24.042,39.5,1327968000,1329004800,2,12.0,0.16666666666666666,1.0,1.0,0,0,2.239444915467244,2
robust flavor,B001RJIZGO,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,105.0,,7.0,1331769600,1331769600,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
robust flavor,B001SATTV2,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,163.0,,14.0,1249430400,1249430400,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
robust flavor,B003MP108G,0.0,2,2,0,0.0,1.0,,1,1.0,1,2,0.5,753.0,,8.0,1324080000,1324080000,1,0.0,1.0,0.5,1.0,0,0,0.7272588722239781,0
robust flavor,B004LK7ICI,0.03621993075992831,2,2,0,0.5,4.267,1.033,15,5.0,3,6,0.5,239.867,145.233,17.067,1317427200,1350864000,15,387.0,0.03875968992248062,0.5,1.0,0,0,2.5391354888959126,2
robust flavor,B002Y2QT98,0.04186929989804215,2,2,0,0.5,4.333,1.155,3,5.0,1,2,0.5,335.667,271.598,34.0,1308614400,1338768000,3,349.0,0.008595988538681949,0.5,1.0,0,0,2.0044177444479563,2
robust flavor,B000YHB4HW,0.0,2,2,0,0.0,3.0,2.828,2,3.0,0,0,,189.0,77.782,23.5,1310688000,1344816000,2,395.0,0.005063291139240506,0.0,1.0,1,0,1.3394449154672439,0
robust flavor,B000LKTK4G,0.0,2,2,0,0.0,4.0,1.414,2,4.0,7,8,0.875,175.5,16.263,30.0,1174867200,1200960000,2,302.0,0.006622516556291391,0.875,1.0,0,0,1.9019449154672439,1
robust flavor,B000LRFWLO,0.048878407224339365,2,2,0,0.5,5.0,,1,5.0,1,1,1.0,194.0,,20.0,1265760000,1265760000,1,0.0,1.0,1.0,1.0,0,0,2.077258872223978,2
robust flavor,B001M074NI,0.0,2,2,0,0.0,4.0,1.512,22,5.0,23,26,0.889,343.545,287.629,22.409,1195257600,1341792000,22,1696.0,0.012971698113207548,0.8846153846153846,1.0,1,1,2.719582301756275,2
robust flavor,B001EO5QBE,0.0,2,2,0,0.5,3.333,1.862,6,3.5,5,5,1.0,461.0,424.058,17.833,1198886400,1328918400,6,1505.0,0.003986710963455149,1.0,1.0,1,0,2.0782640596221253,2
robust flavor,B002677ISW,0.0,2,2,0,0.0,4.5,1.0,4,5.0,8,8,1.0,777.75,746.249,27.0,1157328000,1350432000,4,2235.0,0.0017897091722595079,1.0,1.0,0,0,2.2937751649736398,2
robust flavor,B000NIHZMU,0.01734284503215738,2,2,0,0.5,4.333,1.557,12,5.0,13,39,0.312,810.583,1653.029,28.25,1190160000,1349827200,12,1848.0,0.006493506493506494,0.3333333333333333,1.0,1,0,2.425879742984615,2
robust flavor,B002OK2FCA,0.00833418955359411,2,2,0,0.5,4.609,0.941,23,5.0,45,60,0.811,464.739,375.081,21.261,1275264000,1350432000,23,870.0,0.026436781609195402,0.75,1.0,0,1,2.8789215321391786,2
robust flavor,B001BOAOQ4,0.01986974843508329,2,2,0,0.5,4.833,0.408,6,5.0,4,4,1.0,525.333,213.928,27.167,1255219200,1313798400,6,678.0,0.008849557522123894,1.0,1.0,0,0,2.528264059622125,2
robust flavor,B0044CPA1E,0.008061477504087736,2,2,0,0.5,4.667,0.577,3,5.0,1,1,1.0,591.667,436.038,17.333,1314230400,1340582400,3,305.0,0.009836065573770493,1.0,1.0,0,0,2.254617744447956,2
robust flavor,B000E1FY3S,0.0,2,2,0,0.0,4.667,0.577,3,5.0,5,6,0.9,194.667,62.684,21.667,1151539200,1283472000,3,1527.0,0.0019646365422396855,0.8333333333333334,1.0,0,0,2.204617744447956,1
robust flavor,B004QGU0U4,0.0,2,2,0,0.0,1.0,,1,1.0,1,1,1.0,309.0,,18.0,1319587200,1319587200,1,0.0,1.0,1.0,1.0,0,0,0.877258872223978,0
robust flavor,B0009ET79C,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,253.0,,11.0,1324425600,1324425600,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
robust flavor,B0000WKTY0,0.0,2,2,0,0.0,5.0,0.0,2,5.0,1,1,1.0,278.5,176.07,25.0,1283040000,1342569600,2,689.0,0.002902757619738752,1.0,1.0,0,0,2.239444915467244,2
robust flavor,B001HTMV1E,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,154.0,,22.0,1350259200,1350259200,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
robust flavor,B000KA5AHS,0.0,2,2,0,0.5,3.5,1.732,4,4.0,9,15,0.719,523.0,376.973,12.5,1219622400,1345593600,4,1458.0,0.0027434842249657062,0.6,1.0,1,0,1.87377516497364,1
robust flavor,B005DTAH8I,0.0234321433239392,2,2,0,0.5,3.0,0.0,2,3.0,3,3,1.0,245.5,171.827,22.0,1328486400,1341360000,2,149.0,0.013422818791946308,1.0,1.0,0,0,1.639444915467244,1
robust flavor,B0018039P4,0.007981853724811895,2,2,0,0.5,4.5,0.756,8,5.0,32,32,1.0,460.125,501.938,19.625,1232841600,1325548800,8,1073.0,0.007455731593662628,1.0,1.0,0,0,2.528889830934488,2
robust flavor,B001UP2ULQ,0.009732916279107526,2,2,0,0.5,5.0,0.0,4,5.0,5,7,0.867,338.5,192.566,20.25,1290816000,1329955200,4,453.0,0.008830022075055188,0.7142857142857143,1.0,0,0,2.3580608792593547,2
robust flavor,B003OB2EP6,0.019368597574683715,2,2,0,0.5,4.143,1.215,7,5.0,7,26,0.521,517.286,278.467,14.286,1304467200,1338249600,7,391.0,0.017902813299232736,0.2692307692307692,1.0,0,0,2.155445847441165,1
robust flavor,B0040Y2ECE,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,206.0,,15.0,1322179200,1322179200,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
robust flavor,B000YU0ONE,0.05553045558077878,2,2,0,0.5,4.857,0.378,7,5.0,30,30,1.0,336.286,227.13,19.714,1297728000,1349136000,7,595.0,0.011764705882352941,1.0,1.0,0,0,2.5888766166719344,2
robust flavor,B004S04X8S,0.008344985842898842,2,2,0,0.5,4.286,0.951,7,5.0,17,18,0.967,551.286,391.508,30.429,1315094400,1349308800,7,396.0,0.017676767676767676,0.9444444444444444,1.0,0,0,2.4009099500052673,2
robust flavor,B005NDXMW2,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,245.0,,25.0,1346198400,1346198400,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
robust flavor,B000P5NWOQ,0.0,2,2,0,0.0,4.667,0.516,6,5.0,5,9,0.6,176.333,111.373,22.0,1268092800,1342569600,6,862.0,0.0069605568445475635,0.5555555555555556,1.0,0,0,2.3451307262887915,1
robust flavor,B000F0FZEG,0.005027207519864195,2,2,0,0.5,4.615,0.65,13,5.0,8,9,0.8,449.923,252.149,30.846,1197763200,1323388800,13,1454.0,0.008940852819807428,0.8888888888888888,1.0,0,0,2.70678959851277,2
robust flavor,B00092LTDG,0.02156359114641438,2,2,0,0.5,2.667,1.528,3,3.0,0,0,,246.0,39.962,9.0,1235001600,1342569600,3,1245.0,0.0024096385542168677,0.0,1.0,1,0,1.3546177444479561,1
robust flavor,B0017026EK,0.0,2,2,0,0.0,4.5,0.707,2,4.5,0,0,,155.0,45.255,13.5,1345248000,1347148800,2,22.0,0.09090909090909091,0.0,1.0,0,0,1.7894449154672438,1
robust flavor,B00016XLMC,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,209.0,,12.0,1324252800,1324252800,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
robust flavor,B0049J0BK2,0.0,2,2,0,0.0,4.0,,1,4.0,1,1,1.0,789.0,,22.0,1310428800,1310428800,1,0.0,1.0,1.0,1.0,0,0,1.7772588722239782,1
robust flavor,B000162MSQ,0.0038222158293584243,2,2,0,0.5,4.857,0.535,14,5.0,23,25,0.9,504.071,516.869,24.857,1092355200,1347408000,14,2952.0,0.0047425474254742545,0.92,1.0,0,0,2.8163200804408843,2
robust flavor,B001HTE3GK,0.0,2,2,0,0.0,1.0,,1,1.0,4,4,1.0,328.0,,28.0,1270857600,1270857600,1,0.0,1.0,1.0,1.0,0,0,0.877258872223978,0
and with,B00433W39Q,0.0,2,2,0,0.5,3.0,,1,3.0,0,0,,224.0,,22.0,1306022400,1306022400,1,0.0,1.0,0.0,1.0,0,0,1.177258872223978,1
and with,B000QV2GSM,0.0,2,2,0,1.0,4.333,1.155,3,5.0,2,2,1.0,596.667,252.294,24.333,1289001600,1344988800,3,648.0,0.004629629629629629,1.0,1.0,0,0,2.154417744447956,2
and with,B000FEW3QK,0.0,2,2,0,0.5,5.0,,1,5.0,2,2,1.0,140.0,,9.0,1185494400,1185494400,1,0.0,1.0,1.0,1.0,0,0,2.077258872223978,2
and with,B004LM9KHW,0.0,2,2,0,1.0,4.333,1.155,3,5.0,1,1,1.0,280.0,208.113,36.0,1344384000,1351209600,3,79.0,0.0379746835443038,1.0,1.0,0,0,2.154417744447956,2
and with,B0040WAEW8,0.0,2,2,0,0.5,5.0,,1,5.0,1,1,1.0,132.0,,14.0,1350086400,1350086400,1,0.0,1.0,1.0,1.0,0,0,2.077258872223978,2
and with,B000HDOLEG,0.0,2,2,0,1.0,5.0,0.0,11,5.0,7,7,1.0,298.455,127.737,31.091,1191283200,1294272000,11,1192.0,0.009228187919463088,1.0,1.0,0,0,2.7939626599152,3
and with,B003TN8JEO,0.0,2,2,0,1.0,3.737,1.593,19,5.0,15,15,1.0,328.737,220.414,21.105,1298851200,1350691200,19,600.0,0.03166666666666667,1.0,1.0,1,0,2.619392909421596,2
and with,B0085E3Z5A,0.0,2,2,0,1.0,2.0,,1,2.0,0,0,,1595.0,,43.0,1347235200,1347235200,1,0.0,1.0,0.0,1.0,0,0,0.877258872223978,1
and with,B00434KNJW,0.0,2,2,0,1.0,4.8,0.447,5,5.0,6,9,0.708,255.4,109.582,17.6,1294704000,1349395200,5,633.0,0.007898894154818325,0.6666666666666666,1.0,0,0,2.356703787691222,2
and with,B0047LWWH2,0.0,2,2,0,1.0,4.6,0.894,5,5.0,6,6,1.0,447.4,347.33,21.0,1315440000,1350172800,5,402.0,0.012437810945273632,1.0,1.0,0,0,2.3967037876912216,2
and with,B0025UOMES,0.0,2,2,0,1.0,5.0,,1,5.0,0,0,,358.0,,15.0,1314576000,1314576000,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,2
and with,B004CQ5O4U,0.0,2,2,0,1.0,1.0,,1,1.0,0,1,0.0,649.0,,20.0,1310342400,1310342400,1,0.0,1.0,0.0,1.0,0,0,0.5772588722239781,0
and with,B004QXMJLA,0.0,2,2,0,0.5,1.0,,1,1.0,1,1,1.0,344.0,,13.0,1330819200,1330819200,1,0.0,1.0,1.0,1.0,0,0,0.877258872223978,1
and with,B005V9SNJA,0.0,2,2,0,0.5,4.5,0.707,2,4.5,4,5,0.5,308.0,156.978,33.5,1336003200,1345852800,2,114.0,0.017543859649122806,0.8,1.0,0,0,2.029444915467244,2
and with,B006HUMY2Y,0.0,2,2,0,1.0,4.0,,1,4.0,0,1,0.0,91.0,,18.0,1337299200,1337299200,1,0.0,1.0,0.0,1.0,0,0,1.4772588722239781,1
and with,B006AZ7ZNO,0.0,2,2,0,1.0,4.0,,1,4.0,1,1,1.0,1950.0,,32.0,1324252800,1324252800,1,0.0,1.0,1.0,1.0,0,0,1.7772588722239782,2
and with,B0000E6T2I,0.0,2,2,0,1.0,5.0,,1,5.0,0,0,,440.0,,8.0,1176940800,1176940800,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,2
and with,B000MXVFWM,0.0,2,2,0,1.0,4.8,0.447,5,5.0,3,4,0.833,425.8,228.271,23.6,1183939200,1219449600,5,411.0,0.012165450121654502,0.75,1.0,0,0,2.381703787691222,2
and with,B0043SHUKS,0.0,2,2,0,0.5,5.0,,1,5.0,0,0,,584.0,,19.0,1344470400,1344470400,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
and with,B000NY8OEW,0.0,2,2,0,0.5,5.0,,1,5.0,1,1,1.0,293.0,,18.0,1317081600,1317081600,1,0.0,1.0,1.0,1.0,0,0,2.077258872223978,2
and with,B001IZHSII,0.0,2,2,0,1.0,4.583,1.165,12,5.0,10,35,0.519,342.0,381.46,14.25,1278028800,1347580800,12,805.0,0.014906832298136646,0.2857142857142857,1.0,0,0,2.486594028698901,2
and with,B002HQCS5U,0.0,2,2,0,1.0,5.0,,1,5.0,0,0,,496.0,,10.0,1350518400,1350518400,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,2
and with,B000EHKWDO,0.0,2,2,0,1.0,3.533,1.642,15,4.0,9,22,0.625,366.267,240.108,31.267,1168300800,1348012800,14,2080.0,0.007211538461538462,0.4090909090909091,0.9333333333333333,1,0,2.291662761623185,2
and with,B001EQ4VXG,0.0,2,2,0,1.0,4.909,0.302,11,5.0,18,18,1.0,284.182,106.205,24.364,1236470400,1296604800,11,696.0,0.015804597701149427,1.0,1.0,0,0,2.7666626599152,3
and with,B0048KKKVC,0.0,2,2,0,1.0,4.0,1.673,6,5.0,9,11,0.833,325.167,180.606,20.333,1302220800,1349568000,6,548.0,0.010948905109489052,0.8181818181818182,1.0,1,0,2.2238186050766706,2
and with,B003VKYMXC,0.0,2,2,0,0.0,5.0,,1,5.0,0,0,,202.0,,12.0,1308528000,1308528000,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
and with,B00066OSHO,0.0,2,2,0,0.5,5.0,,1,5.0,0,0,,101.0,,17.0,1192147200,1192147200,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
and with,B002TXOZ8E,0.0,2,2,0,1.0,5.0,,1,5.0,3,4,0.75,334.0,,10.0,1291680000,1291680000,1,0.0,1.0,0.75,1.0,0,0,2.0022588722239782,2
and with,B001M09BTS,0.0,2,2,0,1.0,3.192,1.833,26,3.5,48,76,0.691,451.077,345.999,22.115,1251590400,1348531200,26,1122.0,0.023172905525846704,0.631578947368421,1.0,1,0,2.4654084306122583,2
and with,B00028OYWK,0.0,2,2,0,1.0,4.6,0.548,5,5.0,2,2,1.0,607.0,273.689,35.4,1146182400,1350432000,4,2364.0,0.0021150592216582064,1.0,0.8,0,0,2.3967037876912216,2
and with,B001ESKSOK,0.0,2,2,0,0.5,5.0,0.0,2,5.0,5,5,1.0,491.5,130.815,28.0,1282176000,1344729600,2,724.0,0.0027624309392265192,1.0,1.0,0,0,2.239444915467244,2
and with,B004AH7C2S,0.0,2,2,0,1.0,5.0,,1,5.0,0,0,,1253.0,,23.0,1334448000,1334448000,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,2
and with,B002TXF6AU,0.0,2,2,0,1.0,2.0,,1,2.0,2,3,0.667,843.0,,15.0,1265500800,1265500800,1,0.0,1.0,0.6666666666666666,1.0,0,0,1.077258872223978,1
and with,B004ASBLJ2,0.0,2,2,0,1.0,4.812,0.471,32,5.0,22,23,0.972,417.188,272.625,24.344,1301356800,1350604800,30,570.0,0.056140350877192984,0.9565217391304348,0.9375,0,1,3.1291595463257225,3
and with,B0015SLA5A,0.0,2,2,0,1.0,5.0,0.0,5,5.0,5,6,0.75,454.8,439.452,22.6,1231891200,1348444800,5,1349.0,0.0037064492216456633,0.8333333333333334,1.0,0,0,2.466703787691222,2
and with,B001G0NZUU,0.0,2,2,0,0.5,1.0,,1,1.0,1,1,1.0,483.0,,125.0,1264032000,1264032000,1,0.0,1.0,1.0,1.0,0,0,0.877258872223978,1
and with,B001EO7LOY,0.0,2,2,0,1.0,5.0,,1,5.0,0,0,,186.0,,9.0,1254614400,1254614400,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,2
and with,B001FA1K94,0.0,2,2,0,1.0,4.714,1.069,14,5.0,25,27,0.958,736.929,1013.475,31.0,1200873600,1331596800,14,1513.0,0.009253139458030404,0.9259259259259259,1.0,0,0,2.775197858218662,2
and with,B000I6RC9I,0.0,2,2,0,1.0,3.6,1.673,5,4.0,3,7,0.444,427.8,251.963,19.0,1257724800,1331942400,5,859.0,0.005820721769499418,0.42857142857142855,1.0,1,0,1.9252752162626505,2
and with,B0015TMTN6,0.0,2,2,0,0.5,1.0,,1,1.0,1,1,1.0,196.0,,14.0,1348704000,1348704000,1,0.0,1.0,1.0,1.0,0,0,0.877258872223978,1
and with,B0047XIZ76,0.0,2,2,0,1.0,3.5,2.121,2,3.5,2,4,0.5,154.0,72.125,29.5,1301961600,1328227200,2,304.0,0.006578947368421052,0.5,1.0,1,0,1.639444915467244,1
and with,B008N8FDAS,0.0,2,2,0,1.0,1.556,1.014,9,1.0,10,12,0.917,199.333,121.389,20.444,1331769600,1350345600,9,215.0,0.04186046511627907,0.8333333333333334,1.0,0,0,1.6378340371976186,1
and with,B002L2K75I,0.0,2,2,0,1.0,3.4,2.191,5,5.0,1,1,1.0,395.6,165.013,33.8,1265155200,1306627200,5,480.0,0.010416666666666666,1.0,1.0,1,0,2.0367037876912217,2
and with,B004S04XAQ,0.0,2,2,0,1.0,4.0,,1,4.0,0,0,,319.0,,35.0,1329091200,1329091200,1,0.0,1.0,0.0,1.0,0,0,1.4772588722239781,1
and with,B003Q4TVY8,0.0,2,2,0,0.0,3.0,2.828,2,3.0,0,0,,314.5,140.714,33.0,1296172800,1298678400,2,29.0,0.06896551724137931,0.0,1.0,1,0,1.3394449154672439,0
and with,B0002AQ5NY,0.0,2,2,0,1.0,3.333,2.082,3,4.0,0,7,0.0,614.333,708.249,16.333,1304640000,1320969600,3,189.0,0.015873015873015872,0.0,1.0,1,0,1.554417744447956,1
and with,B003S9J2H2,0.0,2,2,0,0.5,1.0,,1,1.0,0,3,0.0,238.0,,17.0,1314576000,1314576000,1,0.0,1.0,0.0,1.0,0,0,0.5772588722239781,0
and with,B0029JW6LG,0.0,2,2,0,1.0,4.13,1.392,23,5.0,91,115,0.809,352.565,194.208,18.826,1263772800,1349136000,23,988.0,0.02327935222672065,0.7913043478260869,1.0,0,1,2.7476128364870047,2
and with,B000KJF2R2,0.0,2,2,0,0.0,3.0,,1,3.0,0,0,,229.0,,2.0,1191024000,1191024000,1,0.0,1.0,0.0,1.0,0,0,1.177258872223978,0
and with,B005PSQCY0,0.0,2,2,0,0.5,5.0,,1,5.0,0,0,,843.0,,48.0,1334016000,1334016000,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
taste,B001E5DRNC,0.07793859278049287,1,1,1,1.0,3.667,2.309,3,5.0,7,8,0.9,631.667,424.799,23.333,1296518400,1350432000,3,624.0,0.004807692307692308,0.875,1.0,1,0,1.9171177444479561,2
taste,B000WFMCFE,0.0,1,1,0,0.0,4.467,0.743,15,5.0,4,8,0.4,461.0,333.447,21.467,1284768000,1344729600,15,694.0,0.021613832853025938,0.5,1.0,0,0,2.599135488895912,1
taste,B0018CLWC4,0.011258821339552024,1,1,1,1.0,4.25,0.886,8,4.5,8,10,0.812,648.25,515.647,35.125,1301788800,1336867200,8,406.0,0.019704433497536946,0.8,1.0,0,0,2.393889830934488,2
taste,B003D2WN9S,0.0,1,1,0,0.0,5.0,,1,5.0,1,1,1.0,395.0,,26.0,1296691200,1296691200,1,0.0,1.0,1.0,1.0,0,0,2.077258872223978,2
taste,B001THX78K,0.0,1,1,0,0.0,5.0,,1,5.0,0,0,,237.0,,7.0,1337558400,1337558400,1,0.0,1.0,0.0,1.0,0,0,1.7772588722239782,1
taste,B001535NW6,0.0,1,1,1,1.0,5.0,0.0,2,5.0,1,1,1.0,660.5,434.871,33.0,1234396800,1339200000,2,1213.0,0.0016488046166529267,1.0,1.0,0,0,2.239444915467244,2
taste,B000HAJZHM,0.023840086655547005,1,1,1,1.0,4.778,0.441,9,5.0,9,9,1.0,521.556,303.13,31.111,1284681600,1341446400,9,657.0,0.0136986301369863,1.0,1.0,0,0,2.654434037197618,3
taste,B001EO5Q28,0.05562499983589396,1,1,1,1.0,3.0,,1,3.0,0,0,,393.0,,21.0,1306972800,1306972800,1,0.0,1.0,0.0,1.0,0,0,1.177258872223978,1
taste,B006NGE0PG,0.11227552686575447,1,1,1,1.0,3.571,1.742,14,4.5,6,16,0.433,513.357,289.422,25.714,1302220800,1344988800,9,495.0,0.028282828282828285,0.375,0.6428571428571429,1,0,2.2670200804408838,2
taste,B007KIX4E4,0.0,1,1,0,0.0,3.0,,1,3.0,0,0,,285.0,,14.0,1348012800,1348012800,1,0.0,1.0,0.0,1.0,0,0,1.177258872223978,0
taste,B000HBTL7U,0.0,1,1,0,0.0,5.0,0.0,3,5.0,11,14,0.563,345.667,69.587,24.333,1191888000,1287619200,3,1108.0,0.002707581227436823,0.7857142857142857,1.0,0,0,2.290232030162242,2
taste,B001ELL3Q4,0.0,1,1,0,0.0,5.0,,1,5.0,1,1,1.0,1039.0,,46.0,1281139200,1281139200,1,0.0,1.0,1.0,1.0,0,0,2.077258872223978,2
taste,B000WYL68Y,0.0,1,1,0,0.0,5.0,,1,5.0,1,1,1.0,212.0,,37.0,1273190400,1273190400,1,0.0,1.0,1.0,1.0,0,0,2.077258872223978,2
