can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,points_per_minute,goals_per_minute,assists_per_minute,position,team_name,fixture_difficulty,defensive_value,attacking_value,form_score,value_score,captain_score,expected_ppg
True,True,,,111317,0,0,0,0,0,3,1.5,0.5,4,David,4.0,86,False,,,5.0,111317.jpg,4.0,False,Brooks,0.2,False,,a,4,91,4,1687,1687,439,439,0.8,0.8,Brooks,244.0,2018-07-01,1997-07-08,False,p111317,83,0,1,0,2,0,0,0,1,0,0,0,23,27.2,40.3,18.0,8.6,0,5,2,7,1,0.19,0.19,0.38,1.90,30,12,9,8,32,20,14,10,5.0,,,,,,0.21,0.0,0.21,0.42,2.06,2.17,228,143,49,19,49,19,423,137,1.08,0.0,7.59,0.04819277108433735,0.0,0.012048192771084338,MID,Bournemouth,2.9715650985209807,-1.0,5.300000000000001,4.337349397590361,8.0,6.529639720756128,4.337349397590361
True,True,,,503139,0,0,0,0,0,3,1.5,0.5,2,Alex,2.0,90,False,,,5.0,503139.jpg,2.0,False,Scott,0.1,False,,a,4,91,2,319,319,255,255,0.4,0.4,Scott,241.0,2023-08-10,2003-08-21,False,p503139,73,0,0,0,2,0,0,0,0,0,0,0,7,2.0,2.1,2.0,0.6,1,2,0,3,1,0.00,0.00,0.00,1.81,150,69,99,61,100,56,153,72,,,5.0,,,,0.0,0.0,0.0,0.0,2.23,2.47,329,204,96,52,96,52,497,174,1.23,0.0,3.7,0.0273972602739726,0.0,0.0,MID,Bournemouth,2.9715650985209807,-1.0,0.7000000000000001,2.4657534246575343,4.0,4.36816092887628,2.4657534246575343
True,True,,,424044,0,0,0,0,0,3,1.0,0.0,4,Hamed,4.0,93,False,,,4.5,424044.jpg,4.0,False,Traorè,0.4,False,,a,4,91,4,6435,6435,1305,1305,0.9,0.9,H.Traorè,54.0,2023-07-01,2000-02-16,False,p424044,16,0,1,0,2,0,0,0,0,0,0,0,12,21.2,10.0,0.0,3.1,1,2,1,4,0,0.00,0.00,0.00,0.40,44,21,68,44,304,73,67,36,,,,,,,0.0,0.0,0.0,0.0,2.25,11.25,431,234,48,18,48,18,256,81,0.0,0.0,22.5,0.25,0.0,0.0625,MID,Bournemouth,2.9715650985209807,-1.0,4.2,22.5,8.88888888888889,12.156212679256798,22.5
True,True,,,606775,0,0,0,0,0,3,1.0,0.0,1,Ben,1.0,96,False,,,4.5,606775.jpg,1.0,False,Winterburn,0.1,False,,a,4,91,1,301,301,171,171,0.2,0.2,Winterburn,241.0,2024-11-29,2004-09-04,False,p606775,6,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.31,432,147,437,155,414,137,443,153,,,,,,,0.0,0.0,0.0,0.0,4.65,30.0,550,300,134,66,134,66,510,181,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,MID,Bournemouth,2.9715650985209807,-1.0,0.30000000000000004,15.0,2.2222222222222223,7.372879345923465,15.0
True,True,,,444102,0,0,0,0,0,4,2.3,1.3,1,Francisco Evanilson,1.0,97,False,,,7.0,444102.jpg,1.0,False,de Lima Barbosa,2.0,False,,a,4,91,1,6392,6392,5298,5298,0.1,0.1,Evanilson,30.0,2024-08-16,1999-10-06,False,p444102,90,0,0,0,4,0,0,0,1,0,0,0,-1,0.0,0.6,17.0,1.6,3,2,0,5,1,0.29,0.00,0.29,2.21,666,65,143,10,38,11,121,12,,,,,2.0,,0.29,0.0,0.0,0.29,2.21,4.0,39,14,167,18,167,18,126,26,1.0,0.0,5.0,0.011111111111111112,0.0,0.0,FWD,Bournemouth,2.9715650985209807,-2.0,-0.1,1.0,1.4285714285714286,3.0141491871933055,1.0
True,True,,,560262,0,0,0,0,0,4,1.0,0.0,1,Eli Junior,1.0,100,False,,,4.5,560262.jpg,1.0,False,Kroupi,0.9,False,,a,4,91,1,3734,3734,1726,1726,0.2,0.2,Kroupi.Jr,73.0,2025-02-02,2006-06-23,False,p560262,1,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.11,405,25,410,27,387,29,416,29,,,,,,,0.0,0.0,0.0,0.0,9.9,90.0,522,64,133,13,133,13,180,30,0.0,0.0,0.0,1.0,0.0,0.0,FWD,Bournemouth,2.9715650985209807,-0.5,0.2,90.0,2.2222222222222223,29.87287934592346,90.0
True,True,,,242882,0,0,0,0,0,2,1.9,0.9,0,Bafodé,0.0,685,False,,,4.5,242882.jpg,0.0,False,Diakité,0.1,False,,a,4,91,0,1040,1040,262,262,0.0,0.0,Diakité,73.0,2025-08-13,2001-01-06,False,p242882,90,0,0,0,4,0,0,0,0,0,0,0,2,14.8,0.2,0.0,1.5,7,8,2,9,1,0.00,0.00,0.00,2.21,68,26,157,59,301,153,122,43,,,,,,,0.0,0.0,0.0,0.0,2.21,4.0,427,113,339,158,339,158,440,168,1.0,0.0,9.0,0.0,0.0,0.0,DEF,Bournemouth,2.9715650985209807,-2.0,0.2,0.0,0.0,2.0284349014790197,0.0
True,True,,,489639,0,0,0,0,0,1,2.3,2.3,2,Bart,2.0,139,False,,,4.5,489639.jpg,2.0,False,Verbruggen,7.9,False,,a,6,36,2,6236,6236,5800,5800,0.4,0.4,Verbruggen,152.0,2023-07-03,2002-08-18,False,p489639,90,0,0,0,1,0,0,0,0,0,1,0,9,14.0,0.0,0.0,1.4,1,7,0,0,1,0.00,0.00,0.00,0.69,70,10,358,62,333,62,127,10,,,,,,,0.0,1.0,0.0,0.0,0.69,1.0,463,32,87,9,87,9,51,8,1.0,0.0,0.0,0.022222222222222223,0.0,0.0,GK,Brighton,3.0396444000819,-0.5,0.9,2.0,4.444444444444445,4.249244488806989,2.0
True,True,,,465730,0,0,0,0,0,2,1.9,1.9,2,Maxim,2.0,145,False,,,4.5,465730.jpg,2.0,False,De Cuyper,6.5,False,,a,6,36,2,6366,6366,4123,4123,0.4,0.4,De Cuyper,21.0,2025-07-05,2000-12-22,False,p465730,90,0,0,0,1,0,0,0,0,0,0,0,5,12.0,26.7,2.0,4.1,3,3,1,4,1,0.00,0.09,0.09,0.69,83,35,18,3,92,25,53,13,,,,,,,0.0,0.0,0.09,0.09,0.69,1.0,453,123,85,27,85,27,67,25,1.0,0.0,4.0,0.022222222222222223,0.0,0.0,DEF,Brighton,3.0396444000819,-0.5,0.5,2.0,4.444444444444445,4.249244488806989,2.0
True,True,,,83299,0,0,0,0,0,2,1.9,1.9,2,Lewis,2.0,146,False,,,4.5,83299.jpg,2.0,False,Dunk,1.3,False,,a,6,36,2,2635,2635,1053,1053,0.4,0.4,Dunk,241.0,2009-07-01,1991-11-21,False,p83299,90,0,0,0,1,0,0,0,0,0,0,0,16,16.6,1.8,7.0,2.5,7,3,1,8,1,0.09,0.00,0.09,0.69,60,21,102,32,56,10,85,27,,,,,,,0.09,0.0,0.0,0.09,0.69,1.0,364,66,79,22,79,22,158,56,1.0,0.0,8.0,0.022222222222222223,0.0,0.0,DEF,Brighton,3.0396444000819,-0.5,1.6,2.0,4.444444444444445,4.249244488806989,2.0
True,True,,,231416,0,0,0,0,0,2,1.9,1.9,0,Ferdi,0.0,148,False,,,4.5,231416.jpg,0.0,False,Kadıoğlu,0.2,False,,a,6,36,0,273,273,604,604,0.0,0.0,F.Kadıoğlu,219.0,2024-08-27,1999-10-07,False,p231416,21,0,0,0,1,0,0,0,1,0,0,0,-5,0.0,1.3,0.0,0.1,1,0,0,1,0,0.00,0.00,0.00,0.21,322,160,112,37,293,147,171,61,,,,,,,0.0,0.0,0.0,0.0,0.9,4.29,418,106,332,153,332,153,367,133,0.0,0.0,4.29,0.0,0.0,0.0,DEF,Brighton,3.0396444000819,-0.5,-0.5,0.0,0.0,1.9603555999181,0.0
True,True,,,469142,0,0,0,0,0,2,1.9,1.9,2,Jan Paul,2.0,151,False,,,4.5,469142.jpg,2.0,False,van Hecke,1.2,False,,a,6,36,2,1267,1267,781,781,0.4,0.4,Van Hecke,152.0,2020-09-10,2000-06-08,False,p469142,90,0,0,0,1,0,0,0,0,0,0,0,15,27.8,1.1,0.0,2.9,7,5,1,8,1,0.00,0.13,0.13,0.69,28,8,124,45,328,162,72,20,,,,,,,0.0,0.0,0.13,0.13,0.69,1.0,456,124,86,28,86,28,162,58,1.0,0.0,8.0,0.022222222222222223,0.0,0.0,DEF,Brighton,3.0396444000819,-0.5,1.5,2.0,4.444444444444445,4.249244488806989,2.0
True,True,,,451340,0,0,0,0,0,3,2.2,2.2,2,Mitoma,2.0,157,False,,,6.5,451340.jpg,2.0,False,Kaoru,7.2,False,,a,6,36,2,5393,5393,18085,18085,0.3,0.3,Mitoma,108.0,2021-08-09,1997-05-20,False,p451340,82,0,0,1,0,0,0,0,1,0,0,0,-2,0.0,2.4,10.0,0.8,0,0,0,0,1,0.07,0.04,0.11,0.49,650,280,95,58,50,31,145,68,,,,,,,0.08,0.0,0.04,0.12,0.54,0.0,67,47,109,62,109,62,60,19,1.1,1.1,0.0,0.024390243902439025,0.0,0.0,MID,Brighton,3.0396444000819,4.0,-0.2,2.1951219512195124,3.0769230769230766,4.034276800668569,2.1951219512195124
True,True,,,463067,0,0,0,0,0,3,2.1,2.1,6,Georginio,6.0,158,False,,,6.0,463067.jpg,6.0,False,Rutter,1.4,False,,a,6,36,6,2150,2150,3422,3422,1.0,1.0,Georginio,73.0,2024-08-19,2002-04-20,False,p463067,68,0,1,1,0,0,0,0,0,0,0,0,13,0.2,1.2,15.0,1.6,0,1,0,1,1,0.07,0.00,0.07,0.49,161,77,121,70,40,25,120,58,,,,,,,0.09,0.0,0.0,0.09,0.65,0.0,106,73,40,12,40,12,152,52,1.32,1.32,1.32,0.08823529411764706,0.0,0.014705882352941176,MID,Brighton,3.0396444000819,4.0,4.3,7.9411764705882355,10.0,8.742708541094572,7.9411764705882355
True,True,,,592031,0,0,0,0,0,3,2.1,2.1,3,Yankuba,3.0,160,False,,,6.0,592031.jpg,3.0,False,Minteh,1.2,False,,a,6,36,3,931,931,4071,4071,0.5,0.5,Minteh,78.0,2024-07-01,2004-07-22,False,p592031,68,0,0,1,0,0,0,0,0,0,0,0,7,0.4,4.7,12.0,1.7,1,3,0,4,1,0.09,0.02,0.11,0.49,157,73,77,48,42,26,112,54,,,,,,,0.12,0.0,0.03,0.15,0.65,0.0,115,77,70,37,70,37,160,54,1.32,1.32,5.29,0.04411764705882353,0.0,0.0,MID,Brighton,3.0396444000819,4.0,0.7000000000000001,3.9705882352941178,5.0,5.351532070506336,3.9705882352941178
True,True,,,513433,0,0,0,0,0,3,2.0,2.0,1,Brajan,1.0,162,False,,,5.5,513433.jpg,1.0,False,Gruda,0.0,False,,a,6,36,1,56,56,184,184,0.2,0.2,Gruda,80.0,2024-08-14,2004-05-31,False,p513433,7,0,0,0,1,0,0,0,0,0,0,0,-2,0.2,0.3,4.0,0.5,0,1,1,2,0,0.38,0.00,0.38,0.21,159,75,152,83,79,44,159,76,2.0,,6.0,,,,4.89,0.0,0.0,4.89,2.7,12.86,199,127,154,80,154,80,572,221,0.0,0.0,25.71,0.14285714285714285,0.0,0.0,MID,Brighton,3.0396444000819,-0.5,-0.2,12.857142857142858,1.8181818181818181,6.58113482069732,12.857142857142858
True,True,,,219249,0,0,0,0,1,3,2.0,2.0,10,Matt,10.0,164,True,,,5.5,219249.jpg,10.0,False,O'Riley,0.2,False,,a,6,36,10,5129,5129,754,754,1.8,1.8,O'Riley,58.0,2024-08-26,2000-11-21,False,p219249,87,1,0,1,0,0,0,0,0,0,0,2,24,45.8,44.3,23.0,11.3,0,0,3,3,1,0.79,0.14,0.93,0.49,11,5,6,6,24,13,8,4,1.0,,2.0,,2.0,,0.82,0.0,0.14,0.96,0.51,0.0,152,99,7,2,7,2,345,115,1.03,1.03,3.1,0.11494252873563218,0.011494252873563218,0.0,MID,Brighton,3.0396444000819,6.0,10.4,10.344827586206897,18.18181818181818,12.700167512143807,10.344827586206897
True,True,,,509416,0,0,0,0,0,3,1.5,1.5,3,Yasin,3.0,166,False,,,5.0,509416.jpg,3.0,False,Ayari,0.2,False,,a,6,36,3,234,234,449,449,0.6,0.6,Ayari,206.0,2023-01-30,2003-10-06,False,p509416,90,0,0,0,1,0,0,0,0,0,0,1,20,7.0,3.2,2.0,1.2,3,6,1,10,1,0.00,0.12,0.12,0.69,110,43,84,51,101,57,135,65,3.0,,5.0,,,,0.0,0.0,0.12,0.12,0.69,1.0,332,207,59,27,59,27,361,118,1.0,0.0,10.0,0.03333333333333333,0.0,0.0,MID,Brighton,3.0396444000819,0.5,3.0,3.0,6.0,5.2603555999181,3.0
True,True,,,535301,0,0,0,0,0,3,1.5,1.5,3,Carlos,3.0,167,False,,,5.0,535301.jpg,3.0,False,Baleba,4.9,False,,a,6,36,3,5995,5995,8891,8891,0.6,0.6,Baleba,38.0,2023-08-29,2004-01-03,False,p535301,68,0,0,1,0,0,0,0,0,0,0,0,9,5.0,12.0,1.0,1.8,5,5,1,11,1,0.02,0.01,0.03,0.49,119,48,55,36,114,64,107,52,,,,,,,0.03,0.0,0.01,0.04,0.65,0.0,337,211,60,28,60,28,73,25,1.32,1.32,14.56,0.04411764705882353,0.0,0.0,MID,Brighton,3.0396444000819,4.0,0.9,3.9705882352941178,6.0,5.551532070506336,3.9705882352941178
True,True,,,514254,0,0,0,0,0,3,1.5,1.5,0,Diego,0.0,169,False,,,5.0,514254.jpg,0.0,False,Gómez Amarilla,0.1,False,,a,6,36,0,79,79,167,167,0.0,0.0,Gomez,168.0,2025-01-01,2003-03-27,False,p514254,21,0,0,0,1,0,0,0,1,0,0,0,7,7.6,11.4,7.0,2.6,1,2,2,5,0,0.03,0.03,0.06,0.21,105,39,57,37,57,33,84,41,,,3.0,,,,0.13,0.0,0.13,0.26,0.9,4.29,334,208,543,215,543,215,539,201,0.0,0.0,21.43,0.0,0.0,0.0,MID,Brighton,3.0396444000819,-0.5,0.7000000000000001,0.0,0.0,1.9603555999181,0.0
True,True,,,15157,0,0,0,0,0,3,1.5,1.5,1,James,1.0,170,False,,,5.0,15157.jpg,1.0,False,Milner,0.1,False,,a,6,36,1,191,191,340,340,0.2,0.2,Milner,241.0,2023-07-01,1986-01-04,False,p15157,2,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.21,443,155,448,163,425,145,454,161,,,,,,,0.0,0.0,0.0,0.0,9.45,45.0,214,137,136,67,136,67,474,159,0.0,0.0,0.0,0.5,0.0,0.0,MID,Brighton,3.0396444000819,-0.5,0.30000000000000004,45.0,2.0,16.2603555999181,45.0
True,True,,,467779,0,0,0,0,0,3,1.5,1.5,4,Mats,4.0,173,False,,,5.0,467779.jpg,4.0,False,Wieffer,0.1,False,,a,6,36,4,132,132,154,154,0.8,0.8,Wieffer,152.0,2024-07-06,1999-11-16,False,p467779,90,0,0,0,1,0,0,0,0,0,0,0,18,24.8,2.6,21.0,4.8,8,6,5,19,1,0.02,0.02,0.04,0.69,34,13,92,57,26,14,40,24,,,,,,,0.02,0.0,0.02,0.04,0.69,1.0,310,192,53,23,53,23,556,213,1.0,0.0,19.0,0.044444444444444446,0.0,0.0,MID,Brighton,3.0396444000819,-0.5,1.8,4.0,8.0,6.3603555999181,4.0
True,True,,,50175,0,0,0,0,0,4,2.2,2.2,1,Danny,1.0,178,False,,,6.5,50175.jpg,1.0,False,Welbeck,4.6,False,,a,6,36,1,4512,4512,16368,16368,0.2,0.2,Welbeck,241.0,2020-10-18,1990-11-26,False,p50175,21,0,0,0,1,0,0,0,0,0,0,0,3,2.2,1.6,2.0,0.6,0,0,1,1,0,0.00,0.00,0.00,0.21,148,11,109,9,110,17,155,16,,,1.0,,1.0,,0.0,0.0,0.0,0.0,0.9,4.29,44,15,164,17,164,17,77,15,0.0,0.0,4.29,0.047619047619047616,0.0,0.0,FWD,Brighton,3.0396444000819,-0.5,0.30000000000000004,4.285714285714286,1.5384615384615383,3.9537621933246934,4.285714285714286
True,True,,,80201,0,0,0,0,0,1,3.1,3.1,3,Bernd,3.0,314,False,,,5.0,80201.jpg,3.0,False,Leno,1.7,False,,a,10,54,3,1212,1212,1626,1626,0.6,0.6,Leno,80.0,2022-08-02,1992-03-04,False,p80201,90,0,0,0,1,0,0,0,0,0,3,0,15,23.2,0.0,0.0,2.3,1,11,0,0,1,0.00,0.00,0.00,1.54,41,7,450,66,429,66,89,7,,,,,,,0.0,3.0,0.0,0.0,1.54,1.0,219,5,57,6,57,6,140,20,1.0,0.0,0.0,0.03333333333333333,0.0,0.0,GK,Fulham,3.0367678418803417,-0.5,1.5,3.0,6.0,5.263232158119659,3.0
True,True,,,174874,0,0,0,0,0,2,1.9,1.9,2,Joachim,2.0,317,False,,,4.5,174874.jpg,2.0,False,Andersen,3.1,False,,a,10,54,2,1658,1658,1284,1284,0.4,0.4,Andersen,58.0,2024-08-23,1996-05-31,False,p174874,90,0,0,0,1,0,0,0,0,0,0,0,13,15.2,0.9,4.0,2.0,5,1,3,8,1,0.00,0.01,0.01,1.54,63,22,129,49,72,15,101,33,,,,,,,0.0,0.0,0.01,0.01,1.54,1.0,390,84,81,24,81,24,94,32,1.0,0.0,8.0,0.022222222222222223,0.0,0.0,DEF,Fulham,3.0367678418803417,-0.5,1.3,2.0,4.444444444444445,4.252121047008547,2.0
True,True,,,232892,0,0,0,0,0,2,1.9,1.9,1,Calvin,1.0,318,False,,,4.5,232892.jpg,1.0,False,Bassey,0.5,False,,a,10,54,1,674,674,564,564,0.2,0.2,Bassey,157.0,2023-07-28,1999-12-31,False,p232892,90,0,0,0,1,0,0,0,1,0,0,0,1,10.0,1.6,0.0,1.2,1,4,2,3,1,0.00,0.01,0.01,1.54,94,40,108,35,297,150,134,47,,,,,,,0.0,0.0,0.01,0.01,1.54,1.0,423,110,126,41,126,41,250,95,1.0,0.0,3.0,0.011111111111111112,0.0,0.0,DEF,Fulham,3.0367678418803417,-0.5,0.1,1.0,2.2222222222222223,3.107676602564103,1.0
True,True,,,166477,0,0,0,0,0,2,1.9,1.9,1,Timothy,1.0,319,False,,,4.5,166477.jpg,1.0,False,Castagne,0.1,False,,a,10,54,1,96,96,214,214,0.2,0.2,Castagne,21.0,2023-08-29,1995-12-05,False,p166477,6,0,0,0,0,0,0,0,0,0,0,0,4,2.2,4.7,2.0,0.9,0,0,0,0,0,0.00,0.12,0.12,0.47,144,57,76,24,89,22,140,51,,,,,,,0.0,0.0,1.8,1.8,7.05,0.0,387,82,122,38,122,38,431,167,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,DEF,Fulham,3.0367678418803417,0.0,0.4,15.0,2.2222222222222223,7.307676602564103,15.0
True,True,,,246301,0,0,0,0,0,2,1.9,1.9,2,Jorge,2.0,321,False,,,4.5,246301.jpg,2.0,False,Cuenca Barreno,0.0,False,,a,10,54,2,25,25,76,76,0.4,0.4,J.Cuenca,200.0,2024-08-03,1999-11-17,False,p246301,83,0,0,0,1,0,0,0,0,0,0,0,12,9.0,1.2,4.0,1.4,2,3,1,3,1,0.00,0.01,0.01,1.07,99,44,118,40,73,16,126,45,,,,,,,0.0,0.0,0.01,0.01,1.16,1.08,430,116,83,26,83,26,588,210,1.08,0.0,3.25,0.024096385542168676,0.0,0.0,DEF,Fulham,3.0367678418803417,-0.5,1.2000000000000002,2.1686746987951806,4.444444444444445,4.302723456647102,2.1686746987951806
True,True,,,167074,0,0,0,0,0,2,1.9,1.9,2,Kenny,2.0,322,False,,,4.5,167074.jpg,2.0,False,Tete,0.2,False,,a,10,54,2,281,281,197,197,0.4,0.4,Tete,152.0,2020-09-10,1995-10-09,False,p167074,90,0,0,0,1,0,0,0,0,0,0,0,17,12.8,1.6,0.0,1.4,4,5,3,7,1,0.00,0.01,0.01,1.54,78,32,107,34,268,129,125,44,,,,,,,0.0,0.0,0.01,0.01,1.54,1.0,388,83,80,23,80,23,414,160,1.0,0.0,7.0,0.022222222222222223,0.0,0.0,DEF,Fulham,3.0367678418803417,-0.5,1.7000000000000002,2.0,4.444444444444445,4.252121047008547,2.0
True,True,,,153133,0,0,0,0,0,3,2.2,2.2,2,Alex,2.0,324,False,,,6.5,153133.jpg,2.0,False,Iwobi,1.6,False,,a,10,54,2,889,889,4021,4021,0.3,0.3,Iwobi,157.0,2023-09-01,1996-05-03,False,p153133,65,0,0,0,1,0,0,0,0,0,0,0,10,9.6,40.5,3.0,5.3,0,2,0,2,1,0.01,0.25,0.26,1.05,98,35,8,7,87,51,31,22,,,,,,,0.01,0.0,0.35,0.36,1.45,1.38,49,33,106,60,106,60,145,49,1.38,0.0,2.77,0.03076923076923077,0.0,0.0,MID,Fulham,3.0367678418803417,-0.5,1.0,2.769230769230769,3.0769230769230766,4.2093860042735045,2.769230769230769
True,True,,,209289,0,0,0,0,0,3,2.1,2.1,1,Emile,1.0,325,False,,,6.0,209289.jpg,1.0,False,Smith Rowe,1.0,False,,a,10,54,1,749,749,4018,4018,0.2,0.2,Smith Rowe,241.0,2024-08-02,2000-07-28,False,p209289,13,0,0,0,0,0,0,0,0,0,0,0,2,0.2,2.0,2.0,0.4,0,0,0,0,0,0.06,0.00,0.06,0.47,160,76,100,62,108,62,166,80,,,,,,,0.42,0.0,0.0,0.42,3.25,0.0,94,66,161,84,161,84,176,62,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,MID,Fulham,3.0367678418803417,0.0,0.2,6.923076923076923,1.6666666666666667,4.773488568376069,6.923076923076923
True,True,,,159533,0,0,0,0,0,3,2.0,2.0,1,Adama,1.0,326,False,,,5.5,159533.jpg,1.0,False,Traoré Diarra,0.3,False,,a,10,54,1,302,302,1057,1057,0.2,0.2,Adama,200.0,2023-08-12,1996-01-25,False,p159533,24,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.8,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.50,563,228,134,73,560,225,571,232,,,,,,,0.0,0.0,0.0,0.0,1.88,0.0,132,86,145,74,145,74,296,94,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,MID,Fulham,3.0367678418803417,0.0,0.1,3.75,1.8181818181818181,3.851868521756022,3.75
True,True,,,153682,0,0,0,0,0,3,2.0,2.0,5,Harry,5.0,329,False,,,5.5,153682.jpg,5.0,False,Wilson,1.0,False,,a,10,54,5,981,981,3124,3124,0.9,0.9,Wilson,244.0,2021-07-24,1997-03-22,False,p153682,90,0,1,0,1,0,0,0,0,0,0,0,17,3.0,5.4,15.0,2.3,1,4,1,6,1,0.06,0.02,0.08,1.54,139,62,74,47,39,24,90,44,3.0,,3.0,,,,0.06,0.0,0.02,0.08,1.54,1.0,128,83,44,16,44,16,173,60,1.0,0.0,6.0,0.05555555555555555,0.0,0.011111111111111112,MID,Fulham,3.0367678418803417,-0.5,4.7,5.0,9.09090909090909,7.281413976301477,5.0
True,True,,,207189,0,0,0,0,0,3,1.5,1.5,2,Sander,2.0,330,False,,,5.0,207189.jpg,2.0,False,Berge,0.1,False,,a,10,54,2,57,57,145,145,0.4,0.4,Berge,161.0,2024-08-22,1998-02-14,False,p207189,65,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0.7,0.0,0.2,1,1,1,3,1,0.00,0.01,0.01,1.05,153,70,137,76,463,166,170,81,,,,,,,0.0,0.0,0.01,0.01,1.45,1.38,257,162,91,48,91,48,534,197,1.38,0.0,4.15,0.03076923076923077,0.0,0.0,MID,Fulham,3.0367678418803417,-0.5,0.30000000000000004,2.769230769230769,4.0,4.394001388888889,2.769230769230769
True,True,,,76357,0,0,0,0,0,3,1.5,1.5,0,Tom,0.0,331,False,,,5.0,76357.jpg,0.0,False,Cairney,0.0,False,,a,10,54,0,15,15,113,113,0.0,0.0,Cairney,243.0,2015-07-07,1991-01-20,False,p76357,24,0,0,0,0,0,0,0,1,0,0,0,-3,0.0,0.4,0.0,0.0,0,2,0,2,0,0.00,0.00,0.00,0.50,445,157,147,80,427,147,456,163,,,2.0,,,,0.0,0.0,0.0,0.0,1.88,0.0,216,139,456,166,456,166,604,250,0.0,0.0,7.5,0.0,0.0,0.0,MID,Fulham,3.0367678418803417,0.0,-0.30000000000000004,0.0,0.0,1.9632321581196586,0.0
True,True,,,212314,0,0,0,0,0,3,1.5,1.5,2,Saša,2.0,332,False,,,5.0,212314.jpg,2.0,False,Lukić,0.1,False,,a,10,54,2,49,49,134,134,0.4,0.4,Lukić,190.0,2023-01-31,1996-08-13,False,p212314,90,0,0,0,1,0,0,0,0,0,0,0,9,2.0,12.3,2.0,1.6,2,0,1,3,1,0.00,0.01,0.01,1.54,149,68,51,33,98,54,118,56,4.0,,,,,,0.0,0.0,0.01,0.01,1.54,1.0,262,166,92,49,92,49,540,202,1.0,0.0,3.0,0.022222222222222223,0.0,0.0,MID,Fulham,3.0367678418803417,-0.5,0.9,2.0,4.0,4.1632321581196585,2.0
True,True,,,577725,0,0,0,0,0,3,1.0,1.0,2,Josh,2.0,335,False,,,4.5,577725.jpg,2.0,False,King,0.9,False,,a,10,54,2,3458,3458,1436,1436,0.4,0.4,King,241.0,2024-02-02,2007-01-03,False,p577725,76,0,0,0,1,0,0,0,0,0,0,0,10,12.4,13.8,27.0,5.3,0,5,3,8,1,0.18,0.13,0.31,1.07,81,31,45,29,17,9,30,21,,,,,,,0.21,0.0,0.15,0.36,1.27,1.18,535,290,88,45,88,45,192,65,1.18,0.0,9.47,0.02631578947368421,0.0,0.0,MID,Fulham,3.0367678418803417,-0.5,1.0,2.3684210526315788,4.444444444444445,4.362647362798021,2.3684210526315788
True,True,,,102057,0,0,0,0,0,4,2.2,2.2,2,Raúl,2.0,337,False,,,6.5,102057.jpg,2.0,False,Jiménez Rodríguez,2.3,False,,a,10,54,2,1878,1878,5479,5479,0.3,0.3,Raúl,139.0,2023-07-25,1991-05-05,False,p102057,65,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.3,11.0,0.7,0,0,0,0,1,0.27,0.00,0.27,1.05,639,59,83,7,44,12,150,15,,,4.0,,1.0,,0.37,0.0,0.0,0.37,1.45,1.38,46,16,105,9,105,9,116,23,1.38,0.0,0.0,0.03076923076923077,0.0,0.0,FWD,Fulham,3.0367678418803417,-0.5,0.0,2.769230769230769,3.0769230769230766,4.2093860042735045,2.769230769230769
